ROW_ID,GENDER,WEALTH,LASTGIFT,AVGGIFT,DONOR,TOTAL
207,0,8,20,20,0,20
208,1,8,12,10.66666667,0,32
209,1,7,10,8.571428571,0,180
210,0,4,10,11.21052632,0,213
211,1,8,32,25.25,0,101
212,1,8,18,15.77777778,1,142
213,0,6,12,7.888888889,0,71
214,0,8,7,5.466666667,1,82
215,0,6,15,14.6,0,73
216,0,8,10,11.66666667,0,35
217,1,8,6,4.4,1,44
218,0,3,10,8.0625,0,129
219,1,8,25,17.4,0,174
220,0,8,7,5.5,1,44
221,0,8,10,10,0,50
222,0,4,12,8.666666667,0,52
223,0,8,10,7.285714286,1,51
224,1,2,5,6.538461539,1,85
225,0,5,20,11.83333333,1,142
226,0,8,5,6.210526316,0,118
227,1,5,5,5.279069767,1,227
228,0,2,10,7,0,63
229,0,8,8,5.875,0,47
230,1,8,15,10,0,20
231,1,8,7,7,1,28
232,0,1,10,10.5,0,189
233,0,4,16,9.684210526,0,184
234,1,6,15,9,0,180
235,1,9,10,14,0,70
236,1,8,10,7.2,0,36
237,0,3,20,26.25,1,315
238,1,8,16,12,1,36
239,0,5,0,15.71428571,0,110
240,1,4,20,13.16666667,1,79
241,1,8,100,75,0,150
242,1,8,20,12.5,0,25
243,0,8,6,9.6,0,96
244,1,6,10,9.222222222,0,166
245,0,8,20,15,1,60
246,1,9,25,21.69230769,1,282
247,0,8,20,11.66666667,0,35
248,1,4,16,14.33333333,0,172
249,1,7,5,8.916666667,1,214
250,0,7,13,12.6,1,378
251,1,4,7,8.190476191,0,172
252,0,8,15,11.66666667,0,35
253,1,8,7,3.833333333,0,69
254,0,1,6,5.5,1,88
255,0,8,25,25,0,25
256,0,8,7,9,0,27
257,0,9,20,15.13636364,0,333
258,1,8,11,9.444444444,0,170
259,1,1,5,6.04,1,151
260,1,8,15,12.5,0,25
261,1,8,20,15,0,30
262,1,4,15,14,0,70
263,0,8,20,13.75,0,55
264,1,6,14,9.2,1,138
265,1,7,10,7.038461539,1,183
266,1,5,12,8.043478261,1,185
267,0,5,12,6.066666667,0,182
268,1,8,10,6.4,1,32
269,1,8,16,15.33333333,0,46
270,1,8,10,4.857142857,0,68
271,0,3,5,3.782608696,1,87
272,1,0,13,9.462962963,1,511
273,0,8,10,9.666666667,0,87
274,0,8,10,8,0,80
275,0,8,17,16.33333333,1,49
276,0,0,12,10.3,0,103
277,1,0,3,3.3125,1,53
278,1,8,4,3.4,0,34
279,0,9,20,12.83333333,0,77
280,1,7,10,11.25,1,180
281,1,8,7,7.333333333,1,22
282,0,6,11,7.466666667,1,112
283,1,8,4,4.090909091,1,45
284,1,8,5,4,0,28
285,1,8,6,3.857142857,1,54
286,1,8,6,3.15,0,63
287,1,1,8,8.52173913,0,196
288,0,8,15,15.66666667,1,141
289,0,2,12,8.125,0,65
290,0,8,15,11.85714286,1,83
291,1,8,12,12.25,0,49
292,1,3,25,15.2173913,1,350
293,0,8,6,5.8,1,29
294,0,8,10,10,1,40
295,0,8,10,15.51428571,0,543
296,0,8,20,20,0,20
297,1,4,15,6.6,0,66
298,0,8,10,8.75,1,35
299,0,8,25,25,0,25
300,0,9,15,11.1,1,222
301,1,8,5,5.166666667,1,31
302,0,8,24,11.33333333,1,102
303,1,9,10,6,1,150
304,0,4,15,11.42857143,1,80
305,0,8,7,6.333333333,1,95
306,1,4,12,9.615384615,0,125
307,1,8,7,6.1,0,122
308,0,8,20,20,0,20
309,0,8,14,9.47125,1,75.77
310,1,7,25,19.22222222,0,346
311,1,9,15,14.64705882,0,249
312,0,1,12,10,0,80
313,1,8,15,20,1,220
314,0,0,5,4.923076923,1,192
315,0,6,14,11.94444444,1,215
316,0,7,10,9.1875,1,147
317,1,3,7,5.947368421,0,226
318,1,8,50,35,1,70
319,0,8,5,4.833333333,1,29
320,0,8,5,5,0,40
321,1,1,15,9.857142857,1,69
322,1,1,15,8.076923077,1,105
323,0,6,15,14.16666667,0,85
324,1,5,20,13.63636364,1,150
325,1,6,11,9.0625,1,435
326,1,8,14,13.6,0,68
327,1,2,10,8,1,112
328,0,9,40,23.66666667,1,142
329,1,4,10,6.352941177,1,108
330,0,3,10,11.57142857,0,81
331,0,7,15,13.71428571,1,96
332,1,8,15,13.66666667,0,82
333,0,8,7,6,1,30
334,1,8,21,11,0,143
335,1,8,3,3.176470588,0,54
336,1,4,15,7.833333333,1,94
337,1,2,15,9.269230769,1,241
338,1,8,15,11.18918919,1,414
339,1,8,25,13,0,65
340,1,3,28,17.88888889,1,161
341,0,3,10,9.333333333,0,196
342,1,8,15,8.666666667,1,26
343,0,8,20,20,1,20
344,1,8,10,12,0,36
345,0,9,50,36.25,0,290
346,0,3,12,9.421052632,0,179
347,0,8,7,7.333333333,0,44
348,1,8,15,10,0,20
349,0,7,23,16.27272727,1,179
350,0,8,15,9,0,45
351,1,8,10,7,0,35
352,1,8,3,3.619047619,0,76
353,1,9,3,4.222222222,1,76
354,1,8,5,6.25,0,25
355,0,8,7,6.6,1,33
356,0,4,10,9.75862069,1,283
357,0,8,6,12.2,0,122
358,0,6,15,11.25,0,90
359,0,8,4,6,0,66
360,1,8,20,20,1,40
361,0,8,10,9,1,36
362,1,8,5,4.444444444,0,40
363,1,4,20,8.8,0,352
364,1,8,15,15,0,15
365,1,8,15,15,1,15
366,0,6,15,13.57142857,0,190
367,1,8,3,3.5,0,28
368,0,2,20,13.33333333,0,40
369,0,6,15,15.4,0,231
370,1,8,15,12.75,0,51
371,1,8,5,5.846153846,1,76
372,0,8,20,16,1,48
373,1,8,15,15,1,45
374,1,8,10,10,0,50
375,0,4,12,8.916666667,1,107
376,0,8,20,12.5,0,50
377,1,7,15,10.81818182,1,119
378,1,5,10,9.666666667,1,58
379,0,6,10,8.461538462,0,110
380,0,3,26,14.07692308,1,183
381,1,7,15,12,0,60
382,1,0,11,7.818181818,1,86
383,1,7,3,7.714285714,0,54
384,0,8,25,25,0,25
385,1,2,20,13.16216216,0,487
386,1,8,25,22.5,1,45
387,0,8,10,5.8,0,29
388,0,6,18,11.3125,1,181
389,1,9,20,13.73333333,0,206
390,0,8,16,11.46153846,1,149
391,1,0,15,6.068965517,0,176
392,1,8,6,5.086956522,0,117
393,1,0,10,9.875,0,237
394,1,8,10,6.615384615,0,86
395,0,8,4,4.272727273,0,47
396,1,8,8,5,1,30
397,0,8,15,12.5,1,25
398,1,5,10,10,1,280
399,1,2,10,7.214285714,1,101
400,1,2,3,7.866666667,0,236
401,0,8,16,12,0,144
402,0,8,20,12.05555556,1,217
403,0,8,12,7.444444444,1,67
404,1,1,14,8.684210526,0,165
405,0,4,5,4.318181818,0,95
406,1,9,15,11.54545455,1,254
407,1,8,2,3.3,0,33
408,1,8,3,5.142857143,1,36
409,0,8,10,7.857142857,1,55
410,0,1,4,4.8,0,48
411,1,8,7,6,1,54
412,1,8,16,13,0,52
413,1,8,22,11.8,0,59
414,1,0,20,16.45454546,0,181
415,1,8,16,13,0,26
416,1,8,5,4.777777778,1,43
417,1,7,10,4.571428571,1,64
418,1,9,5,3.941176471,0,67
419,1,0,3,3.035714286,1,85
420,0,8,10,7.333333333,1,22
421,1,6,10,7.84375,1,125.5
422,0,8,7,5.5,0,33
423,1,8,10,7.222222222,0,195
424,0,4,25,17.5,0,70
425,1,8,25,24,1,120
426,1,5,10,8.444444444,0,76
427,1,1,12,9.909090909,0,109
428,1,2,20,10.75,0,129
429,1,8,5,5.8,1,29
430,1,9,16,12.80769231,1,333
431,1,8,25,16.28571429,0,114
432,0,8,15,14.86666667,1,223
433,0,0,10,7.7,0,77
434,1,4,6,5.9375,1,190
435,1,8,20,12.5,0,25
436,1,8,5,15,1,45
437,1,8,3,4,1,44
438,1,3,10,6.058823529,0,103
439,1,8,20,16.66666667,0,50
440,1,5,11,8,0,136
441,1,8,6,6.6,1,132
442,0,7,20,11.90909091,0,131
443,1,9,35,22.38095238,1,470
444,1,8,13,9.8,0,49
445,0,8,10,7.8,0,78
446,1,0,20,13.75,0,110
447,0,7,15,12.92307692,1,168
448,1,1,10,9.4,0,94
449,1,8,5,8.642857143,1,121
450,0,8,10,10.71428571,1,75
451,0,6,25,15.0625,1,241
452,0,5,5,4.272727273,1,47
453,1,3,10,6.2,0,62
454,1,8,10,5.5,1,22
455,1,8,5,6.625,0,53
456,1,8,5,7,0,35
457,0,9,3,3.106060606,1,102.5
458,1,8,25,9.482758621,0,275
459,0,8,20,20,1,40
460,0,8,6,3.818181818,1,42
461,1,0,10,7.043478261,0,162
462,0,4,15,8.7,0,87
463,1,1,10,7.111111111,0,384
464,1,8,15,15,0,15
465,0,8,10,7.428571429,0,52
466,1,8,25,25,1,25
467,0,8,7,6.166666667,0,37
468,0,8,6,4.5,1,54
469,0,8,4,5,1,205
470,1,1,50,22.17391304,0,510
471,1,4,30,13,1,130
472,0,3,10,11.85714286,0,166
473,1,8,12,10.66666667,0,32
474,1,8,5,8.333333333,1,25
475,1,8,10,10.5,0,63
476,0,8,15,15,1,15
477,0,5,25,19.2,0,288
478,1,8,4,3.411764706,1,58
479,0,8,6,6.6,1,33
480,1,8,8,7,1,35
481,0,8,13,13.25,1,159
482,1,8,9,7.2,1,36
483,0,8,25,17.5,0,35
484,1,8,19,13.42857143,1,282
485,1,8,7,7.666666667,1,23
486,1,8,15,17.5,0,70
487,1,1,10,7.571428571,1,159
488,1,8,10,6.3,0,63
489,0,8,15,12.015,0,24.03
490,1,4,25,18.6,0,186
491,0,4,20,16.05555556,0,289
492,1,5,5,6.1,1,122
493,1,8,16,8.666666667,0,26
494,1,3,20,23.5,0,235
495,1,0,3,4.761904762,0,100
496,1,2,50,18.18181818,0,200
497,1,8,7,3.75,1,45
498,1,8,3,3.727272727,1,41
499,0,8,17,10.7,1,214
500,0,1,20,14.3,0,143
501,0,8,6,4.363636364,0,48
502,1,9,50,30.75,1,246
503,0,8,20,15,1,30
504,1,9,17,12.82352941,0,218
505,1,1,6,5.611111111,1,101
506,1,8,10,7,0,98
507,0,8,10,7.4,0,111
508,1,9,5,6.625,0,159
509,0,9,27,22.25,1,89
510,0,8,6,4.590909091,1,101
511,0,8,6,7,0,35
512,0,8,10,10,1,30
513,0,8,20,13.33333333,0,40
514,1,8,20,10.2,0,51
515,1,8,1,6.666666667,0,40
516,1,1,10,8.434782609,1,194
517,0,3,15,11.85714286,1,83
518,1,1,10,7.291666667,0,175
519,1,8,10,7.833333333,1,47
520,0,8,10,8,0,32
521,0,8,20,12.86956522,0,296
522,1,9,20,19,0,152
523,0,4,5,4.842105263,1,92
524,0,5,15,9.4,0,94
525,1,1,5,7.75,1,279
526,1,4,18,10.11111111,0,91
527,0,8,15,15,1,15
528,0,7,21,17.44444444,0,157
529,1,8,10,8.5,0,68
530,0,7,25,19.47058824,1,331
531,1,8,7,4.888888889,0,44
532,0,8,15,10,1,20
533,0,8,8,6.4,0,32
534,0,2,8,7.823529412,1,266
535,0,5,10,9.647058824,0,164
536,1,6,25,19.59090909,0,431
537,1,5,19,12.85714286,1,90
538,0,8,5,3.113636364,0,137
539,0,8,14,8.75,1,35
540,0,6,5,9.181818182,0,202
541,0,3,50,23.6,0,118
542,1,4,10,8.0625,0,129
543,1,3,5,5.333333333,1,80
544,1,8,4,4.5625,0,73
545,0,8,25,25,0,25
546,1,8,10,6.25,1,50
547,0,7,16,10.33333333,0,31
548,1,8,3,2.914893617,0,137
549,1,8,4,4.272727273,0,47
550,1,7,19,10.62921348,1,946
551,1,8,8,10.2,0,51
552,0,7,35,31.36363636,0,345
553,1,4,20,10.75,1,172
554,1,8,10,8,1,48
555,1,8,20,11,0,88
556,1,8,15,13.66666667,1,41
557,1,7,10,4.576923077,1,119
558,1,7,5,5.375,1,86
559,1,8,10,10,1,30
560,0,8,10,8.8,0,44
561,1,1,10,7,1,49
562,0,8,5,5,0,50
563,0,8,25,23.33333333,0,70
564,1,8,3,3.642857143,1,51
565,1,8,25,20.75,0,83
566,0,8,15,15,0,15
567,1,8,8,7.428571429,1,52
568,1,8,5,5.333333333,0,32
569,1,3,10,6.8,1,68
570,1,6,3,4.619047619,0,97
571,1,2,5,2.445945946,1,90.5
572,1,8,7,7.333333333,1,22
573,1,8,16,10.5,0,21
574,1,1,10,6,1,120
575,0,9,13,11.22727273,1,247
576,0,8,5,5.5,0,44
577,1,2,11,8.864864865,1,328
578,1,8,10,6.666666667,1,20
579,0,2,25,10,0,60
580,1,8,0,10,0,60
581,0,8,15,11.66666667,1,35
582,0,5,20,13,1,65
583,1,8,7,6,0,30
584,1,8,10,7.666666667,1,46
585,1,8,10,7.777777778,0,70
586,0,1,10,11.68421053,0,222
587,1,8,20,13.33333333,0,40
588,0,8,25,22.5,1,45
589,0,0,10,7.272727273,0,80
590,0,8,5,5,0,60
591,0,8,20,12,0,60
592,0,8,10,6.25,0,25
593,0,5,15,9.833333333,0,59
594,1,7,16,10.85714286,0,76
595,0,8,10,8.142857143,1,57
596,0,8,50,50,0,50
597,1,9,5,7.333333333,1,110
598,1,8,7,4.272727273,1,47
599,0,4,25,11,0,66
600,0,9,20,17.66666667,0,106
601,1,8,5,3.55,1,71
602,0,8,20,11.66666667,1,35
603,1,7,25,20.5,0,82
604,1,2,10,5.615384615,1,73
605,1,8,25,25,0,25
606,1,8,5,5.357142857,1,75
607,0,8,7,6.75,1,27
608,0,8,6,13.83333333,0,83
609,1,8,7,5.125,0,41
610,1,8,15,7.3,1,73
611,1,8,15,7.666666667,0,23
612,1,8,15,10,0,20
613,0,7,25,13.15789474,0,250
614,0,1,12,8.454545455,1,93
615,1,8,25,10.5,0,63
616,0,5,15,12,0,48
617,1,0,11,8.307692308,0,108
618,0,5,5,6.5,1,104
619,0,8,10,12.5,0,25
620,1,4,14,9.916666667,0,119
621,1,8,8,6.590909091,1,145
622,1,8,5,4.590909091,0,50.5
623,1,8,38,31.6,0,158
624,1,8,10,7.75,1,62
625,1,8,9,7.5,0,90
626,0,5,20,11.90909091,0,131
627,1,8,20,15,0,30
628,0,3,10,5.636363636,1,186
629,0,3,50,35.3,0,353
630,0,9,20,8.857142857,0,124
631,1,5,13,9.083333333,0,109
632,0,8,50,50,1,50
633,1,2,10,7.444444444,1,201
634,0,3,15,9.294117647,0,158
635,1,8,5,4.6,1,46
636,0,8,4,5.142857143,1,36
637,0,8,20,18.75,1,75
638,0,5,5,3.666666667,0,55
639,1,8,11,11.4,1,57
640,0,8,15,12.5,1,25
641,1,8,8,5.166666667,0,155
642,1,8,9,9,1,45
643,0,1,15,12.85714286,1,90
644,0,8,15,13.75,0,55
645,0,8,15,15,0,15
646,1,8,10,10.70588235,1,182
647,0,9,10,7.6875,1,123
648,0,9,25,18,0,90
649,1,8,20,15,1,45
650,0,5,4,6.189189189,1,229
651,0,8,16,13,0,26
652,0,8,10,6.727272727,1,74
653,1,7,5,4.714285714,1,66
654,0,8,10,4.722222222,1,85
655,1,7,20,10.375,0,83
656,1,1,36,17.83333333,0,107
657,1,8,13,10.44444444,1,94
658,1,4,15,14.4,0,144
659,1,8,20,20,1,20
660,1,2,15,11.5,0,69
661,1,8,5,6,1,60
662,1,8,5,4.285714286,1,30
663,1,9,15,12.5,0,125
664,1,8,3,4,1,40
665,0,9,25,14.625,1,234
666,0,7,20,12.30769231,1,160
667,1,8,25,19,0,95
668,1,8,5,4.857142857,1,34
669,1,8,10,7.181818182,0,79
670,1,2,7,5.823529412,0,99
671,1,6,5,5,1,55
672,1,2,13,9.923076923,1,129
673,1,5,4,3.011111111,0,135.5
674,0,8,15,15,0,15
675,1,7,10,5.235294118,1,89
676,1,8,10,9.857142857,1,69
677,1,5,10,5.484848485,1,181
678,0,4,11,8.266666667,1,124
679,1,8,5,4.1,1,41
680,1,8,9,8,1,24
681,1,2,10,6.875,1,110
682,1,0,10,5.75,0,69
683,1,8,15,10,0,20
684,1,8,15,11.66666667,0,35
685,1,9,10,5.785714286,1,81
686,1,7,15,13.125,1,105
687,0,8,5,3.461538462,1,45
688,1,7,10,10.8,1,108
689,0,7,20,12.5,0,50
690,0,8,7,3.642857143,1,51
691,0,7,7,8.842105263,0,168
692,0,8,25,25,1,25
693,0,4,15,12.30769231,0,160
694,1,8,6,5.571428571,1,78
695,1,2,20,19.375,0,310
696,1,2,15,11.53333333,1,346
697,1,8,6,5.037037037,0,136
698,0,8,1,4,1,36
699,1,8,8,7.923076923,1,103
700,1,0,16,9,0,36
701,0,3,12,11.4,0,114
702,1,6,4,4.958333333,1,119
703,1,8,25,25,1,25
704,1,8,21,7.916666667,0,95
705,0,8,7,5.8,1,29
706,1,8,10,8.125,1,65
707,1,8,9,7.25,1,29
708,1,5,10,7.9,0,158
709,0,4,5,5,1,105
710,0,8,10,8,0,32
711,0,8,5,4.590909091,1,101
712,0,2,9,9.076923077,0,118
713,0,7,12,11.1,0,111
714,1,8,10,11.25,1,45
715,1,7,10,7.785714286,1,218
716,0,4,15,11.57142857,0,81
717,0,8,20,20,0,20
718,0,4,10,12,0,84
719,1,8,9,7.75,0,31
720,1,9,20,11.25,0,45
721,0,8,8,8.461538462,1,110
722,1,8,11,9.5,0,95
723,0,8,4,10.2,0,51
724,0,9,5,4.285714286,1,60
725,1,5,14,8.565217391,1,197
726,1,7,2,3.454545455,0,38
727,1,1,5,4.838709677,1,150
728,0,5,10,7.5,0,135
729,1,3,10,8.538461539,0,111
730,1,8,10,8.857142857,0,62
731,0,8,20,14,0,28
732,1,8,11,13.66666667,0,41
733,1,8,5,5.444444444,1,49
734,0,8,10,8,1,32
735,1,2,10,4.269230769,0,111
736,1,0,10,5.655172414,1,164
737,0,9,50,38,0,570
738,1,8,17,8.166666667,1,49
739,1,4,10,10.77777778,0,97
740,0,8,6,5,1,55
741,1,8,10,5.142857143,0,36
742,1,9,10,8.230769231,1,107
743,0,3,10,7.56097561,0,310
744,1,8,2.5,4.975555556,0,44.78
745,1,1,7,6.333333333,0,95
746,1,8,10,5.625,1,45
747,0,6,15,12,0,168
748,1,3,10,8.4,0,42
749,0,5,15,11,1,143
750,1,0,19,13.875,1,222
751,1,8,20,16.8,0,84
752,1,8,10,13.33333333,1,40
753,0,6,20,24.11538462,1,627
754,1,3,5,2.588235294,1,88
755,1,7,10,9.071428571,1,127
756,1,8,20,8.75,0,35
757,1,8,9,8.388888889,0,151
758,1,9,40,42.08333333,1,505
759,1,7,10,7.826086957,1,180
760,1,8,20,20,0,40
761,0,1,6,5.5,1,55
762,1,4,20,9.888888889,0,178
763,1,8,10,7.8,1,39
764,0,8,8,10,1,40
765,1,8,5,3.190476191,0,67
766,0,8,6,5.8,0,87
767,1,8,20,13.33333333,0,40
768,1,8,5,4.476190476,1,94
769,1,8,20,20,1,40
770,0,8,5,6.125,0,49
771,1,8,18,21,0,210
772,1,8,5,5.583333333,0,67
773,0,4,20,16.75,1,134
774,0,9,10,9.125,1,219
775,1,8,10,13.33333333,0,40
776,1,5,5,5.533333333,0,83
777,0,1,2,2.463414634,1,101
778,1,8,15,9.4,1,47
779,1,2,10,9.6875,1,155
780,1,8,10,9.25,0,37
781,1,2,9,5.766666667,0,173
782,0,3,5,4.2,1,84
783,1,8,20,15.2,0,228
784,1,8,5,6.25,1,25
785,1,8,15,10,1,30
786,1,8,15,12.83333333,1,77
787,1,8,5,4.142857143,1,29
788,0,7,20,21.875,1,175
789,1,5,6,5.052631579,1,96
790,1,8,7,7.333333333,0,22
791,1,4,10,2.636363636,1,58
792,0,8,20,20,0,20
793,0,0,100,85,0,425
794,1,4,10,14.375,0,115
795,1,6,3,3.52173913,0,81
796,1,8,20,17.5,0,35
797,0,0,10,6.846153846,0,178
798,1,1,15,14.28571429,1,100
799,0,0,15,12.66666667,0,114
800,1,0,10,10.6,0,53
801,1,8,100,66.66666667,0,200
802,0,8,20,9,0,54
803,1,8,13,7,1,84
804,1,2,10,9.111111111,1,82
805,1,8,6,5.222222222,1,47
806,1,9,17,15.4,0,77
807,1,8,10,9,0,36
808,1,7,7,6.5625,1,105
809,0,8,15,15,0,15
810,1,8,7,6.2,1,31
811,0,5,5,3.894736842,0,74
812,0,8,7,7.333333333,0,22
813,1,0,15,10.75,0,86
814,1,8,13,9.714285714,1,68
815,1,0,5,3.8125,1,122
816,0,4,14,10.90625,0,349
817,1,8,20,20,1,20
818,0,8,6,6.25,0,50
819,0,8,12,8.5,0,136
820,1,8,3,8,1,72
821,0,1,20,18.14285714,0,127
822,0,2,9,8.833333333,1,53
823,1,6,21,15.25,0,244
824,1,8,11,9,1,63
825,1,9,10,10.96818182,1,120.65
826,1,9,20,9.5,0,76
827,0,1,9,8.611111111,0,155
828,0,9,15,9.631578947,1,183
829,1,8,25,19.16666667,0,115
830,1,8,15,15,1,15
831,0,1,20,12.53333333,1,188
832,0,8,7,7.230769231,1,94
833,1,2,25,21.25,0,170
834,1,8,12,9.5,1,76
835,0,8,10,11.07142857,0,155
836,0,7,13,8.333333333,0,100
837,1,8,7,5,0,80
838,1,1,15,5.194444444,1,93.5
